city,date,aqi,quality_level,pm2_5,pm10,so2,co,no2,o3
beijing,2023-04-17,81,良,245,40,112,29,4,0.5
beijing,2023-04-18,71,良,217,33,92,33,2,0.51
beijing,2023-04-19,78,良,232,35,106,30,2,0.51
beijing,2023-04-20,73,良,201,20,98,12,2,0.2
beijing,2023-04-21,38,优,77,10,38,9,2,0.19
beijing,2023-04-22,32,优,95,19,32,15,2,0.28
beijing,2023-04-23,52,良,267,29,55,28,2,0.4
beijing,2023-04-24,56,良,299,27,64,23,2,0.35
beijing,2023-04-25,65,良,310,31,78,13,2,0.28
beijing,2023-04-26,51,良,213,14,55,22,2,0.21
beijing,2023-04-27,82,良,313,51,112,37,2,0.51
beijing,2023-04-28,67,良,247,37,85,16,2,0.32
beijing,2023-04-29,41,优,100,11,43,12,2,0.2
beijing,2023-04-30,42,优,87,13,42,18,2,0.22
beijing,2023-05-01,70,良,216,38,90,28,3,0.48
beijing,2023-05-02,77,良,291,40,100,23,3,0.59
beijing,2023-05-03,82,良,313,42,101,24,3,0.65
beijing,2023-05-04,53,良,293,31,64,16,2,0.62
beijing,2023-05-05,23,优,22,10,22,11,3,0.32
beijing,2023-05-06,29,优,89,7,24,17,2,0.21
beijing,2023-05-07,37,优,179,11,32,23,2,0.23
beijing,2023-05-08,48,优,243,18,49,24,2,0.28
beijing,2023-05-09,58,良,307,27,66,27,2,0.4
beijing,2023-05-10,55,良,265,21,57,28,2,0.38
beijing,2023-05-11,70,良,314,42,81,28,3,0.45
beijing,2023-05-12,57,良,211,38,62,28,2,0.48
beijing,2023-05-13,33,优,51,10,27,20,2,0.28
beijing,2023-05-14,69,良,244,30,72,26,3,0.47
beijing,2023-05-15,98,良,332,53,102,24,3,0.8
beijing,2023-05-16,84,良,307,48,105,18,2,0.62
beijing,2023-05-17,56,良,259,28,62,14,2,0.45
beijing,2023-05-18,49,优,225,18,50,19,2,0.49
beijing,2023-05-19,62,良,257,41,68,27,3,0.78
beijing,2023-05-20,158,中度污染,304,49,225,9,3,0.17
beijing,2023-05-21,91,良,267,30,116,9,2,0.18
beijing,2023-05-22,37,优,136,12,36,15,2,0.16
beijing,2023-05-23,43,优,128,12,40,22,2,0.24
beijing,2023-05-24,70,良,312,29,85,15,3,0.44
beijing,2023-05-25,63,良,294,34,77,15,2,0.41
beijing,2023-05-26,75,良,320,47,90,23,2,0.51
beijing,2023-05-27,85,良,335,62,89,19,2,0.69
beijing,2023-05-28,51,良,291,28,43,13,2,0.43
beijing,2023-05-29,66,良,321,29,58,17,2,0.49
beijing,2023-05-30,54,良,270,34,60,19,2,0.5
beijing,2023-05-31,60,良,286,41,70,25,2,0.59
beijing,2023-06-01,55,良,0,29,63,20,2,0.4
beijing,2023-06-02,35,优,0,7,29,12,2,0.19
beijing,2023-06-03,36,优,0,10,28,20,2,0.23
beijing,2023-06-04,36,优,0,9,27,17,2,0.2
beijing,2023-06-05,53,良,0,18,49,20,2,0.32
beijing,2023-06-06,36,优,0,11,31,13,2,0.2
beijing,2023-06-07,52,良,0,16,50,22,2,0.3
beijing,2023-06-08,40,优,0,10,40,14,2,0.19
beijing,2023-06-09,30,优,0,8,25,18,2,0.21
beijing,2023-06-10,27,优,0,5,16,10,2,0.22
beijing,2023-06-11,32,优,0,9,24,15,2,0.36
beijing,2023-06-12,40,优,0,13,25,12,2,0.35
beijing,2023-06-13,32,优,0,7,18,16,2,0.26
beijing,2023-06-14,79,良,0,24,54,21,2,0.54
beijing,2023-06-15,94,良,0,29,67,20,4,0.65
beijing,2023-06-16,99,良,0,38,80,19,4,0.73
beijing,2023-06-17,90,良,0,35,79,24,3,0.48
beijing,2023-06-18,90,良,0,43,79,14,2,0.62
beijing,2023-06-19,69,良,0,48,73,18,3,0.61
beijing,2023-06-20,41,优,0,18,26,14,2,0.33
beijing,2023-06-21,35,优,0,8,21,26,2,0.23
beijing,2023-06-22,66,良,0,16,42,27,2,0.3
beijing,2023-06-23,85,良,0,27,63,24,3,0.5
beijing,2023-06-24,77,良,0,28,64,21,3,0.45
beijing,2023-06-25,73,良,0,33,64,15,3,0.65
beijing,2023-06-26,49,优,0,23,45,13,2,0.45
beijing,2023-06-27,65,良,0,17,35,19,2,0.4
beijing,2023-06-28,46,优,0,24,48,20,2,0.5
beijing,2023-06-29,48,优,0,15,29,18,2,0.34
beijing,2023-06-30,81,良,0,20,51,25,2,0.45
beijing,2023-07-01,81,良,0,22,58,22,2,0.45
beijing,2023-07-02,90,良,0,29,63,23,2,0.48
beijing,2023-07-03,65,良,0,37,61,13,2,0.79
beijing,2023-07-04,39,优,0,15,22,9,2,0.4
beijing,2023-07-05,44,优,0,15,46,22,2,0.31
beijing,2023-07-06,58,良,0,12,45,28,2,0.3
beijing,2023-07-07,43,优,0,12,38,17,2,0.35
beijing,2023-07-08,29,优,0,5,16,13,2,0.27
beijing,2023-07-09,29,优,0,6,16,14,2,0.27
beijing,2023-07-10,65,良,0,17,42,19,3,0.45
beijing,2023-07-11,63,良,0,20,37,10,2,0.58
beijing,2023-07-12,35,优,0,22,29,10,3,0.69
beijing,2023-07-13,24,优,0,12,15,12,3,0.57
beijing,2023-07-14,34,优,0,17,26,11,3,0.43
beijing,2023-07-15,28,优,0,7,14,7,2,0.24
beijing,2023-07-16,30,优,0,11,20,14,2,0.26
beijing,2023-07-17,65,良,0,21,43,20,2,0.45
beijing,2023-07-18,68,良,0,27,51,20,2,0.48
beijing,2023-07-19,74,良,0,32,57,20,2,0.5
beijing,2023-07-20,71,良,0,34,62,21,2,0.52
beijing,2023-07-21,45,优,0,31,44,12,2,0.62
beijing,2023-07-22,34,优,0,23,29,10,3,0.58
beijing,2023-07-23,37,优,0,17,28,15,2,0.5
beijing,2023-07-24,61,良,0,31,52,16,2,0.58
beijing,2023-07-25,50,优,0,7,14,10,3,0.33
beijing,2023-07-26,57,良,0,32,52,14,3,0.64
beijing,2023-07-27,49,优,0,27,41,16,3,0.54
beijing,2023-07-28,26,优,0,11,22,15,3,0.41
beijing,2023-07-29,29,优,0,16,29,16,3,0.49
beijing,2023-07-30,11,优,0,4,7,7,3,0.37
beijing,2023-07-31,17,优,0,11,15,8,3,0.38
beijing,2023-08-01,30,优,0,20,27,11,3,0.5
beijing,2023-08-02,37,优,0,25,34,9,3,0.49
beijing,2023-08-03,57,良,0,40,56,10,3,0.55
beijing,2023-08-04,44,优,0,27,39,15,3,0.52
beijing,2023-08-05,33,优,0,14,27,15,2,0.37
beijing,2023-08-06,32,优,0,16,32,13,2,0.6
beijing,2023-08-07,46,优,0,26,47,17,2,0.53
beijing,2023-08-08,55,良,0,37,54,17,3,0.6
beijing,2023-08-09,70,良,0,50,70,15,3,0.78
beijing,2023-08-10,71,良,0,49,71,13,2,0.89
beijing,2023-08-11,62,良,0,43,65,20,2,0.68
beijing,2023-08-12,26,优,0,9,12,9,2,0.46
beijing,2023-08-13,30,优,0,11,20,13,2,0.46
beijing,2023-08-14,44,优,0,19,37,16,2,0.44
beijing,2023-08-15,54,良,0,25,48,16,2,0.51
beijing,2023-08-16,61,良,0,30,54,14,2,0.56
beijing,2023-08-17,56,良,0,26,42,13,2,0.6
beijing,2023-08-18,51,良,0,23,52,17,2,0.37
beijing,2023-08-19,65,良,0,23,56,22,2,0.42
beijing,2023-08-20,55,良,0,35,63,19,2,0.58
beijing,2023-08-21,38,优,0,10,18,11,3,0.43
beijing,2023-08-22,25,优,0,6,17,15,3,0.27
beijing,2023-08-23,29,优,0,9,23,16,2,0.32
beijing,2023-08-24,24,优,0,10,16,13,3,0.37
beijing,2023-08-25,30,优,0,14,24,15,3,0.41
beijing,2023-08-26,30,优,0,13,25,15,2,0.43
beijing,2023-08-27,39,优,0,22,37,19,2,0.53
beijing,2023-08-28,28,优,0,11,23,17,2,0.38
beijing,2023-08-29,27,优,0,10,22,16,3,0.29
beijing,2023-08-30,32,优,0,13,30,19,2,0.35
beijing,2023-08-31,37,优,0,20,36,16,2,0.46
beijing,2023-09-01,39,优,0,20,33,17,3,0.54
beijing,2023-09-02,47,优,0,27,49,23,2,0.57
beijing,2023-09-03,49,优,0,28,38,15,2,0.57
beijing,2023-09-04,71,良,0,48,65,20,2,0.68
beijing,2023-09-05,99,良,0,72,92,18,2,0.84
beijing,2023-09-06,90,良,0,62,85,19,3,0.78
beijing,2023-09-07,82,良,0,60,83,16,3,0.71
beijing,2023-09-08,96,良,0,71,92,20,2,0.83
beijing,2023-09-09,28,优,0,16,19,9,3,0.49
beijing,2023-09-10,31,优,0,20,26,11,3,0.56
beijing,2023-09-11,43,优,0,26,36,16,3,0.57
beijing,2023-09-12,22,优,0,5,14,18,2,0.3
beijing,2023-09-13,39,优,0,13,38,23,2,0.44
beijing,2023-09-14,53,良,0,24,51,26,2,0.5
beijing,2023-09-15,62,良,0,30,58,28,2,0.5
beijing,2023-09-16,74,良,0,49,79,28,2,0.64
beijing,2023-09-17,75,良,0,55,80,24,2,0.65
beijing,2023-09-18,37,优,0,20,34,19,2,0.5
beijing,2023-09-19,23,优,0,8,20,23,2,0.33
beijing,2023-09-20,24,优,0,7,21,22,2,0.32
beijing,2023-09-21,43,优,0,16,44,27,2,0.43
beijing,2023-09-22,29,优,0,9,23,18,2,0.32
beijing,2023-09-23,33,优,0,13,32,25,2,0.45
beijing,2023-09-24,45,优,0,21,46,32,2,0.55
beijing,2023-09-25,45,优,0,25,47,27,2,0.53
beijing,2023-09-26,64,良,0,45,72,33,2,0.67
beijing,2023-09-27,53,良,0,32,54,27,2,0.53
beijing,2023-09-28,27,优,0,7,26,29,2,0.3
beijing,2023-09-29,42,优,0,14,43,25,2,0.34
beijing,2023-09-30,21,优,0,4,14,12,3,0.24
beijing,2023-10-01,27,优,0,8,25,20,2,0.25
beijing,2023-10-02,49,优,0,24,55,30,2,0.44
beijing,2023-10-03,55,良,0,33,63,24,2,0.54
beijing,2023-10-04,22,优,0,8,19,17,2,0.3
beijing,2023-10-05,22,优,0,7,22,21,2,0.25
beijing,2023-10-06,35,优,0,14,36,26,2,0.33
beijing,2023-10-07,58,良,0,33,68,33,2,0.53
beijing,2023-10-08,43,优,0,26,47,29,2,0.41
beijing,2023-10-09,20,优,0,6,13,15,2,0.3
beijing,2023-10-10,27,优,84,12,24,24,2,0.42
beijing,2023-10-11,50,优,211,28,54,32,2,0.51
beijing,2023-10-12,91,良,312,67,104,50,2,0.71
beijing,2023-10-13,58,良,236,39,52,29,2,0.52
beijing,2023-10-14,22,优,27,7,16,26,2,0.32
beijing,2023-10-15,27,优,40,8,26,24,2,0.3
beijing,2023-10-16,34,优,69,12,34,22,2,0.4
beijing,2023-10-17,59,良,194,32,69,32,2,0.59
beijing,2023-10-18,31,优,58,15,29,19,2,0.37
beijing,2023-10-19,19,优,13,4,16,13,2,0.22
beijing,2023-10-20,23,优,61,5,19,14,2,0.25
beijing,2023-11-01,167,中度污染,329,128,196,33,2,1.19
beijing,2023-11-02,109,轻度污染,316,68,147,17,2,0.79
beijing,2023-11-03,34,优,76,5,37,17,2,0.28
beijing,2023-11-04,64,良,220,23,77,35,2,0.53
beijing,2023-11-05,43,优,154,19,52,23,2,0.48
beijing,2023-11-06,43,优,195,10,49,7,2,0.21
beijing,2023-11-07,40,优,128,20,41,31,2,0.36
beijing,2023-11-08,55,良,195,30,60,37,2,0.48
beijing,2023-11-09,24,优,35,5,17,9,2,0.25
beijing,2023-11-10,18,优,18,5,17,13,2,0.23
beijing,2023-11-11,19,优,41,8,19,16,2,0.23
beijing,2023-11-12,17,优,36,5,16,7,2,0.2
beijing,2023-11-13,35,优,128,20,38,27,2,0.3
beijing,2023-11-14,57,良,174,35,65,45,2,0.53
beijing,2023-11-15,69,良,170,45,87,52,2,0.69
beijing,2023-11-16,25,优,22,6,24,8,2,0.2
beijing,2023-11-17,18,优,4,3,16,6,2,0.22
beijing,2023-11-18,40,优,50,18,44,38,2,0.4
beijing,2023-11-19,55,良,125,25,61,38,2,0.45
beijing,2023-11-20,88,良,260,60,115,63,3,0.77
beijing,2023-11-21,150,轻度污染,312,113,177,63,3,0.99
beijing,2023-11-22,123,轻度污染,294,81,137,40,2,0.71
beijing,2023-11-23,23,优,19,3,23,5,2,0.21
beijing,2023-11-24,25,优,48,8,25,17,2,0.32
beijing,2023-11-25,54,良,166,29,59,45,3,0.52
beijing,2023-11-26,63,良,164,36,76,50,2,0.69
beijing,2023-11-27,46,优,52,24,55,29,2,0.53
beijing,2023-11-28,28,优,24,9,26,20,2,0.27
beijing,2023-11-29,20,优,3,5,17,5,2,0.21
beijing,2023-11-30,20,优,4,6,19,10,2,0.21
beijing,2023-12-01,36,优,68,17,39,30,2,0.34
beijing,2023-12-02,51,良,136,24,56,41,3,0.49
beijing,2023-12-03,56,良,133,33,66,53,4,0.66
beijing,2023-12-04,80,良,210,58,108,63,4,0.96
beijing,2023-12-05,99,良,226,71,135,70,5,1.13
beijing,2023-12-06,107,轻度污染,242,39,165,22,2,0.28
beijing,2023-12-07,174,中度污染,334,88,299,58,4,0.75
beijing,2023-12-08,147,轻度污染,330,85,244,71,4,1.1
beijing,2023-12-09,83,良,236,37,115,44,4,0.74
beijing,2023-12-10,56,良,191,28,61,37,7,0.78
beijing,2023-12-11,41,优,173,26,40,27,2,0.57
beijing,2023-12-12,76,良,285,56,70,40,2,0.75
beijing,2023-12-13,104,轻度污染,316,78,97,44,2,1.24
beijing,2023-12-14,72,良,274,52,64,30,2,1.02
beijing,2023-12-15,19,优,8,8,18,7,2,0.3
beijing,2023-12-16,19,优,16,6,16,4,3,0.25
beijing,2023-12-17,29,优,82,16,29,22,2,0.39
beijing,2023-12-18,69,良,255,49,68,53,3,0.68
beijing,2023-12-19,42,优,117,23,36,21,2,0.4
beijing,2023-12-20,19,优,14,7,15,7,2,0.3
beijing,2023-12-21,22,优,10,8,21,10,2,0.24
beijing,2023-12-22,35,优,36,16,35,31,2,0.4
beijing,2023-12-23,42,优,47,24,42,30,2,0.48
beijing,2023-12-24,49,优,78,30,51,34,3,0.46
beijing,2023-12-25,67,良,134,45,75,61,2,0.76
beijing,2023-12-26,55,良,69,34,58,46,2,0.61
beijing,2023-12-27,45,优,48,25,45,43,2,0.65
beijing,2023-12-28,62,良,67,43,69,50,2,0.81
beijing,2023-12-29,123,轻度污染,186,93,126,68,2,1.13
beijing,2023-12-30,163,中度污染,225,121,152,64,2,1.22
beijing,2023-12-31,27,优,14,11,27,19,2,0.27
shanghai,2022-01-01,34,优,29,17,34,52,5,0.68
shanghai,2022-01-02,95,良,234,71,78,64,8,1.15
shanghai,2022-01-03,90,良,184,66,69,75,6,1.08
shanghai,2022-01-04,68,良,127,49,47,60,5,0.92
shanghai,2022-01-05,26,优,13,14,17,29,4,0.64
shanghai,2022-01-06,28,优,29,12,25,24,4,0.66
shanghai,2022-01-07,41,优,82,27,35,38,4,0.72
shanghai,2022-01-08,45,优,80,32,37,46,5,0.77
shanghai,2022-01-09,80,良,167,58,51,47,5,0.9
shanghai,2022-01-10,148,轻度污染,282,112,87,62,6,1.28
shanghai,2022-01-11,82,良,232,60,43,34,5,0.91
shanghai,2022-01-12,58,良,117,41,49,58,5,0.85
shanghai,2022-01-13,79,良,208,58,58,56,5,1.03
shanghai,2022-01-14,33,优,35,20,30,40,4,0.72
shanghai,2022-01-15,92,良,191,68,56,65,5,1.02
shanghai,2022-01-16,112,轻度污染,249,84,73,58,5,1.18
shanghai,2022-01-17,36,优,78,16,36,47,4,0.68
shanghai,2022-01-18,52,良,114,36,45,41,5,0.72
shanghai,2022-01-19,51,良,108,35,41,54,5,0.73
shanghai,2022-01-20,47,优,100,32,36,24,4,0.69
shanghai,2022-01-21,23,优,18,12,22,26,4,0.59
shanghai,2022-01-22,28,优,59,18,17,51,4,0.7
shanghai,2022-01-23,23,优,49,13,10,34,4,0.65
shanghai,2022-01-24,70,良,188,51,55,23,4,0.99
shanghai,2022-01-25,108,轻度污染,224,81,81,39,5,1.08
shanghai,2022-01-26,62,良,178,44,42,33,4,0.77
shanghai,2022-01-27,49,优,167,34,37,22,4,0.81
shanghai,2022-01-28,27,优,100,15,25,18,4,0.56
shanghai,2022-01-29,33,优,122,22,27,19,4,0.65
shanghai,2022-01-30,34,优,97,23,28,21,4,0.63
shanghai,2022-01-31,81,良,235,60,68,38,6,0.9
shanghai,2022-02-01,112,轻度污染,265,82,108,21,6,0.79
shanghai,2022-02-02,37,优,119,24,32,14,4,0.59
shanghai,2022-02-03,24,优,66,13,16,16,5,0.5
shanghai,2022-02-04,37,优,131,25,30,24,5,0.66
shanghai,2022-02-05,64,良,279,45,58,24,5,0.7
shanghai,2022-02-06,26,优,35,14,24,15,5,0.5
shanghai,2022-02-07,24,优,61,6,8,17,4,0.48
shanghai,2022-02-08,21,优,52,7,11,19,4,0.52
shanghai,2022-02-09,22,优,48,14,19,29,4,0.53
shanghai,2022-02-10,35,优,96,24,28,26,5,0.6
shanghai,2022-02-11,52,良,149,36,44,28,4,0.63
shanghai,2022-02-12,55,良,160,38,54,33,5,0.68
shanghai,2022-02-13,59,良,178,42,56,32,5,0.68
shanghai,2022-02-14,54,良,170,37,54,36,5,0.65
shanghai,2022-02-15,70,良,226,50,67,25,4,0.69
shanghai,2022-02-16,40,优,88,27,40,26,4,0.57
shanghai,2022-02-17,27,优,64,16,26,16,4,0.5
shanghai,2022-02-18,23,优,59,12,21,24,4,0.5
shanghai,2022-02-19,37,优,162,23,33,20,4,0.62
shanghai,2022-02-20,35,优,113,17,35,21,5,0.59
shanghai,2022-02-21,42,优,164,27,43,41,6,0.66
shanghai,2022-02-22,71,良,287,51,73,52,7,0.69
shanghai,2022-02-23,43,优,149,28,42,25,5,0.52
shanghai,2022-02-24,30,优,55,16,29,41,5,0.52
shanghai,2022-02-25,31,优,27,17,29,41,5,0.51
shanghai,2022-02-26,56,良,138,39,59,48,6,0.68
shanghai,2022-02-27,69,良,182,40,81,32,5,0.65
shanghai,2022-02-28,68,良,137,45,76,37,6,0.68
shanghai,2022-03-01,115,轻度污染,305,87,112,42,5,0.94
shanghai,2022-03-02,82,良,241,60,96,41,6,0.75
shanghai,2022-03-03,78,良,187,51,101,46,9,0.72
shanghai,2022-03-04,51,良,67,34,50,43,5,0.64
shanghai,2022-03-05,93,良,273,42,121,35,4,0.58
shanghai,2022-03-06,41,优,70,8,42,22,4,0.42
shanghai,2022-03-07,42,优,111,20,46,37,5,0.56
shanghai,2022-03-08,64,良,171,39,75,55,6,0.65
shanghai,2022-03-09,67,良,163,39,78,37,7,0.58
shanghai,2022-03-10,65,良,158,31,80,31,6,0.6
shanghai,2022-03-11,61,良,150,32,72,56,7,0.65
shanghai,2022-03-12,49,优,88,26,50,40,7,0.55
shanghai,2022-03-13,50,优,105,29,53,33,6,0.6
shanghai,2022-03-14,66,良,164,45,72,41,6,0.75
shanghai,2022-03-15,57,良,127,30,63,30,6,0.76
shanghai,2022-03-16,54,良,137,32,59,41,8,0.74
shanghai,2022-03-17,19,优,3,11,13,23,4,0.6
shanghai,2022-03-18,38,优,126,24,32,29,4,0.77
shanghai,2022-03-19,71,良,273,51,67,32,4,0.85
shanghai,2022-03-20,25,优,21,14,20,21,4,0.6
shanghai,2022-03-21,27,优,97,7,8,16,4,0.59
shanghai,2022-03-22,32,优,140,12,26,17,4,0.6
shanghai,2022-03-23,34,优,123,20,34,24,5,0.65
shanghai,2022-03-24,30,优,83,12,28,26,5,0.53
shanghai,2022-03-25,26,优,67,11,17,20,4,0.65
shanghai,2022-03-26,40,优,128,26,36,22,4,0.8
shanghai,2022-03-27,61,良,235,33,76,38,8,0.78
shanghai,2022-03-28,35,优,84,12,33,14,4,0.51
shanghai,2022-03-29,34,优,45,13,33,18,5,0.53
shanghai,2022-03-30,39,优,114,24,41,21,6,0.7
shanghai,2022-03-31,44,优,194,26,43,16,4,0.74
shanghai,2022-04-01,34,优,119,18,31,12,5,0.66
shanghai,2022-04-02,35,优,119,18,29,13,5,0.61
shanghai,2022-04-03,32,优,31,14,20,15,5,0.55
shanghai,2022-04-04,36,优,45,19,27,15,5,0.58
shanghai,2022-04-05,35,优,39,20,35,24,7,0.66
shanghai,2022-04-06,52,良,139,34,51,31,7,0.75
shanghai,2022-04-07,64,良,209,36,56,27,7,0.72
shanghai,2022-04-08,50,优,62,26,50,27,8,0.65
shanghai,2022-04-09,51,良,77,22,48,19,8,0.66
shanghai,2022-04-10,45,优,49,24,45,15,7,0.7
shanghai,2022-04-11,54,良,87,29,48,20,8,0.72
shanghai,2022-04-12,36,优,70,21,33,24,8,0.69
shanghai,2022-04-13,25,优,15,13,15,15,4,0.7
shanghai,2022-04-14,21,优,5,9,10,11,4,0.71
shanghai,2022-04-15,34,优,113,14,26,11,5,0.71
shanghai,2022-04-16,47,优,198,32,48,14,6,0.69
shanghai,2022-04-17,37,优,94,19,33,16,5,0.6
shanghai,2022-04-18,37,优,94,16,31,17,6,0.65
shanghai,2022-04-19,55,良,156,38,55,25,8,0.78
shanghai,2022-04-20,71,良,238,43,70,23,10,0.82
shanghai,2022-04-21,66,良,227,45,57,17,7,0.87
shanghai,2022-04-22,53,良,189,36,47,24,10,0.9
shanghai,2022-04-23,33,优,65,16,17,14,5,0.74
shanghai,2022-04-24,27,优,25,9,8,10,4,0.7
shanghai,2022-04-25,28,优,62,18,19,13,6,0.76
shanghai,2022-04-26,26,优,36,16,18,17,5,0.87
shanghai,2022-04-27,56,良,213,16,65,11,5,0.68
shanghai,2022-04-28,71,良,301,22,94,13,5,0.7
shanghai,2022-04-29,33,优,93,12,21,10,5,0.71
shanghai,2022-04-30,33,优,122,17,25,13,5,0.75
shanghai,2022-05-01,36,优,142,22,32,13,6,0.78
shanghai,2022-05-02,56,良,259,39,53,21,7,0.82
shanghai,2022-05-03,76,良,314,47,66,30,8,0.88
shanghai,2022-05-04,67,良,274,41,54,18,9,0.8
shanghai,2022-05-05,35,优,34,16,28,13,6,0.71
shanghai,2022-05-06,32,优,48,15,20,12,7,0.7
shanghai,2022-05-07,25,优,25,11,13,11,5,0.67
shanghai,2022-05-08,31,优,49,12,24,12,5,0.65
shanghai,2022-05-09,31,优,74,11,22,13,5,0.63
shanghai,2022-05-10,29,优,76,13,25,10,5,0.68
shanghai,2022-05-11,28,优,93,15,25,11,5,0.7
shanghai,2022-05-12,29,优,129,14,17,12,5,0.7
shanghai,2022-05-13,33,优,153,15,19,12,5,0.76
shanghai,2022-05-14,38,优,199,19,31,15,5,0.75
shanghai,2022-05-15,36,优,171,22,33,21,7,0.8
shanghai,2022-05-16,54,良,286,31,47,24,7,0.81
shanghai,2022-05-17,74,良,329,39,55,21,8,0.84
shanghai,2022-05-18,47,优,152,22,34,18,8,0.74
shanghai,2022-05-19,40,优,103,23,33,14,6,0.7
shanghai,2022-05-20,36,优,72,24,26,20,5,0.7
shanghai,2022-05-21,31,优,52,14,18,14,5,0.7
shanghai,2022-05-22,38,优,124,19,27,13,7,0.7
shanghai,2022-05-23,34,优,102,11,17,10,5,0.68
shanghai,2022-05-24,34,优,117,9,11,9,5,0.7
shanghai,2022-05-25,29,优,110,13,18,14,5,0.7
shanghai,2022-05-26,35,优,165,24,29,28,6,0.75
shanghai,2022-05-27,63,良,281,38,46,21,7,0.78
shanghai,2022-05-28,36,优,149,16,18,15,5,0.68
shanghai,2022-05-29,27,优,69,14,14,18,4,0.76
shanghai,2022-05-30,51,良,262,34,40,23,5,0.92
shanghai,2022-05-31,30,优,96,7,18,18,5,0.52
shanghai,2022-06-01,46,优,210,32,40,23,5,0.83
shanghai,2022-06-02,57,良,236,37,42,19,4,0.67
shanghai,2022-06-03,27,优,108,10,15,11,3,0.47
shanghai,2022-06-04,27,优,124,16,22,16,4,0.49
shanghai,2022-06-05,26,优,99,15,17,22,3,0.57
shanghai,2022-06-06,44,优,193,24,35,18,4,0.59
shanghai,2022-06-07,45,优,185,28,40,17,4,0.6
shanghai,2022-06-08,29,优,78,13,23,19,4,0.48
shanghai,2022-06-09,38,优,154,22,34,13,4,0.5
shanghai,2022-06-10,25,优,92,11,16,16,4,0.43
shanghai,2022-06-11,32,优,125,13,20,11,4,0.39
shanghai,2022-06-12,32,优,146,21,28,16,4,0.42
shanghai,2022-06-13,23,优,63,8,10,19,3,0.45
shanghai,2022-06-14,57,良,317,36,44,25,4,0.58
shanghai,2022-06-15,84,良,328,48,62,28,5,0.67
shanghai,2022-06-16,66,良,281,40,57,26,6,0.65
shanghai,2022-06-17,59,良,266,31,49,22,5,0.62
shanghai,2022-06-18,33,优,145,18,30,17,4,0.53
shanghai,2022-06-19,41,优,201,27,41,26,4,0.62
shanghai,2022-06-20,20,优,42,9,13,17,4,0.52
shanghai,2022-06-21,25,优,91,13,21,18,4,0.53
shanghai,2022-06-22,39,优,227,23,33,20,4,0.55
shanghai,2022-06-23,30,优,184,15,30,19,4,0.5
shanghai,2022-06-24,25,优,103,11,20,26,4,0.57
shanghai,2022-06-25,36,优,188,19,28,18,4,0.54
shanghai,2022-06-26,31,优,145,15,29,15,5,0.53
shanghai,2022-06-27,25,优,117,10,23,12,5,0.49
shanghai,2022-06-28,26,优,112,11,25,13,5,0.5
shanghai,2022-06-29,27,优,92,14,26,16,4,0.51
shanghai,2022-06-30,21,优,52,8,20,13,4,0.48
shanghai,2022-07-01,19,优,37,7,19,10,4,0.45
shanghai,2022-07-02,15,优,20,6,15,9,4,0.4
shanghai,2022-07-03,17,优,41,8,16,10,4,0.4
shanghai,2022-07-04,17,优,32,8,17,12,4,0.4
shanghai,2022-07-05,33,优,192,17,32,14,4,0.5
shanghai,2022-07-06,34,优,229,14,31,14,4,0.5
shanghai,2022-07-07,38,优,215,20,33,22,4,0.59
shanghai,2022-07-08,41,优,197,23,35,23,4,0.57
shanghai,2022-07-09,49,优,249,27,38,22,5,0.62
shanghai,2022-07-10,59,良,317,38,49,18,5,0.6
shanghai,2022-07-11,31,优,129,14,25,22,4,0.6
shanghai,2022-07-12,54,良,319,29,47,24,5,0.63
shanghai,2022-07-13,63,良,328,31,48,23,5,0.59
shanghai,2022-07-14,63,良,321,30,48,26,5,0.6
shanghai,2022-07-15,46,优,241,29,43,29,4,0.7
shanghai,2022-07-16,43,优,258,29,35,33,4,0.82
shanghai,2022-07-17,51,良,321,33,44,20,4,0.68
shanghai,2022-07-18,33,优,188,23,30,20,4,0.76
shanghai,2022-07-19,31,优,172,21,28,22,3,0.69
shanghai,2022-07-20,41,优,283,24,35,22,4,0.62
shanghai,2022-07-21,29,优,142,17,28,23,3,0.6
shanghai,2022-07-22,72,良,329,38,48,23,4,0.79
shanghai,2022-07-23,47,优,302,30,41,17,4,0.58
shanghai,2022-07-24,50,优,272,29,39,19,5,0.85
shanghai,2022-07-25,42,优,165,24,33,13,3,0.59
shanghai,2022-07-26,47,优,248,21,38,23,4,0.57
shanghai,2022-07-27,55,良,312,25,41,31,4,0.6
shanghai,2022-07-28,42,优,239,20,35,21,4,0.51
shanghai,2022-07-29,16,优,8,8,16,10,3,0.4
shanghai,2022-07-30,19,优,20,11,19,15,4,0.46
shanghai,2022-07-31,27,优,64,16,27,16,4,0.57
shanghai,2022-08-01,33,优,105,19,31,17,4,0.58
shanghai,2022-08-02,45,优,210,30,41,13,3,0.58
shanghai,2022-08-03,24,优,46,11,19,11,4,0.51
shanghai,2022-08-04,26,优,78,10,21,13,4,0.55
shanghai,2022-08-05,43,优,246,16,31,17,5,0.6
shanghai,2022-08-06,42,优,256,22,42,34,5,0.77
shanghai,2022-08-07,33,优,191,14,26,18,5,0.57
shanghai,2022-08-08,24,优,113,8,20,13,5,0.5
shanghai,2022-08-09,29,优,175,11,25,14,5,0.56
shanghai,2022-08-10,37,优,240,14,30,18,5,0.6
shanghai,2022-08-11,51,良,288,22,42,28,5,0.66
